dt,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1668160800,2,283.72,0.16,19.54,17.34,1.52,11.79,22.38,0.56
1668164400,2,277.04,0.15,19.02,18.24,1.65,11.44,21.91,0.53
1668168000,2,280.38,0.19,20.91,18.06,1.8,11.21,21.71,0.57
1668171600,2,343.8,1.84,32.22,7.78,1.97,12.23,24,1.01
1668175200,2,460.62,14.31,37.7,3.89,2.26,13.97,27.74,1.57
1668178800,2,507.35,22.58,35.64,14.31,3.67,14.4,29.45,1.79
1668182400,2,293.73,5.48,22.96,57.22,10.73,10.34,22,0.61
1668186000,2,257.02,3.52,17.82,67.95,10.61,10.31,18.61,0.43
1668189600,2,243.66,2.29,15.25,73.67,9.66,10.36,16.31,0.35
1668193200,1,236.99,1.44,13.88,75.1,7.99,9.97,14.33,0.34
1668196800,1,247,1.13,16.11,70.81,7.99,9.88,13.42,0.46
1668200400,1,257.02,0.72,19.88,62.94,9.42,9.81,12.78,0.54
1668204000,1,267.03,0.48,23.99,52.93,9.89,9.6,11.97,0.59
1668207600,1,287.06,0.09,27.08,41.84,6.74,8.68,10.59,0.7
1668211200,1,290.39,0.03,25.36,32.19,3.52,7.05,8.39,0.73
1668214800,1,280.38,0.1,20.73,23.6,2.29,4.51,5.32,0.57
1668218400,1,270.37,0.16,16.96,19.85,1.67,2.07,2.62,0.41
1668222000,1,250.34,0.05,13.71,29.33,1.4,1.44,1.86,0.3
1668225600,1,240.33,0.01,11.65,38.98,1.61,1.58,1.97,0.28
1668229200,1,236.99,0.01,10.45,43.99,2.12,1.89,2.24,0.27
1668232800,1,226.97,0,8.4,49.35,2.35,1.76,2,0.24
1668236400,1,220.3,0,6.34,54.36,2.41,1.48,1.68,0.27
1668240000,1,216.96,0,5.27,57.94,2.71,1.37,1.59,0.4
1668243600,1,211.95,0,4.63,60.8,2.92,1.3,1.53,0.48
1668247200,1,210.29,0,4.03,62.94,2.59,1.1,1.33,0.47
1668250800,1,208.62,0,3.68,65.09,1.94,0.9,1.13,0.46
1668254400,1,208.62,0,3.94,67.95,1.45,0.82,1.08,0.48
1668258000,1,213.62,0,5.83,67.95,1.18,0.96,1.34,0.59
1668261600,1,223.64,0.32,7.63,66.52,1.18,1.08,1.53,0.7
1668265200,1,223.64,1.24,6.68,67.23,1.24,1.09,1.53,0.71
1668268800,1,220.3,1.59,5.31,70.81,1.25,1.07,1.5,0.68
1668272400,1,213.62,1.47,4.37,75.82,1.24,1.13,1.53,0.63
1668276000,2,210.29,1.17,3.6,81.54,1.21,1.29,1.64,0.58
1668279600,2,208.62,0.96,3.13,85.83,1.25,1.45,1.78,0.56
1668283200,2,208.62,0.89,3.17,86.55,1.43,1.58,1.91,0.57
1668286800,2,206.95,0.8,3.34,86.55,1.71,1.65,1.99,0.58
1668290400,2,210.29,0.78,4.63,83.68,2.26,1.84,2.22,0.65
1668294000,1,223.64,0.5,7.88,77.96,2.89,2.17,2.65,0.8
1668297600,1,233.65,0.02,10.97,71.53,3.22,2.41,2.98,0.93
1668301200,1,243.66,0,13.37,66.52,3.01,2.62,3.39,1.08
1668304800,1,250.34,0,14.91,61.51,2.47,2.82,3.84,1.22
1668308400,1,253.68,0,14.91,58.65,1.91,2.82,4,1.28
1668312000,1,253.68,0,15.59,54.36,1.53,2.84,4.19,1.33
1668315600,1,250.34,0,14.91,50.78,1.31,2.65,3.99,1.23
1668319200,1,233.65,0,11.82,52.21,1.19,2.2,3.24,0.99
1668322800,1,220.3,0,9.34,55.07,1.15,1.98,2.78,0.85
1668326400,1,211.95,0,7.63,57.94,1.25,1.86,2.55,0.8
1668330000,1,206.95,0,6.77,60.08,1.49,1.78,2.44,0.78
1668333600,1,205.28,0,6.51,60.08,1.85,1.75,2.41,0.75
1668337200,1,206.95,0,7.11,57.94,2.32,1.82,2.54,0.74
1668340800,1,211.95,0,8.74,55.07,2.74,2.06,2.92,0.79
1668344400,1,230.31,0.01,13.54,48.64,3.04,2.67,3.91,1.08
1668348000,1,253.68,1.12,17.31,43.99,3.22,3.17,4.8,1.46
1668351600,1,257.02,3.63,14.05,49.35,3.4,3.35,5.09,1.58
1668355200,1,230.31,2.63,8.14,66.52,3.55,3.08,4.38,1.33
1668358800,1,220.3,2.32,6.51,73.67,3.7,3.03,4.18,1.22
1668362400,2,216.96,2.07,6,80.11,3.93,3.09,4.15,1.16
1668366000,2,213.62,1.82,5.91,88.69,3.87,3.28,4.22,1.08
1668369600,2,216.96,1.9,6.77,92.98,4.47,3.7,4.66,1.06
1668373200,2,220.3,2.07,8.48,91.55,5.54,3.95,4.95,1.08
1668376800,1,287.06,5.03,22.28,65.8,5.96,5.41,7.09,1.61
1668380400,2,427.25,9.83,49.35,24.32,6.2,8.18,11.12,2.56
1668384000,2,567.44,18.55,71.97,0.85,6.68,11.22,15.45,3.42
1668387600,2,634.19,27.49,78.14,0.02,7.09,13.87,19.32,3.86
1668391200,2,587.46,22.58,75.4,0.04,7.33,14.37,20.1,3.55
1668394800,2,467.3,8.72,65.8,2.44,7.87,12.1,16.84,2.79
1668398400,2,327.11,0.08,40.78,29.33,9.54,8.68,11.62,1.9
1668402000,1,287.06,0.01,29.47,38.98,9.42,7.78,10.13,1.55
1668405600,1,260.35,0.01,25.02,39.34,9.06,6.81,8.61,1.17
1668409200,1,247,0,24.68,40.41,9.42,6.13,7.55,0.98
1668412800,1,240.33,0,25.02,40.41,9.78,5.66,6.89,0.91
1668416400,1,230.31,0,23.31,43.27,8.58,4.9,5.97,0.85
1668420000,1,223.64,0,20.05,47.92,7.03,4.09,5.02,0.83
1668423600,1,223.64,0,18.68,48.64,6.68,3.76,4.61,0.88
1668427200,1,230.31,0,19.54,45.42,7.03,3.94,4.82,0.98
1668430800,1,247,0.02,23.31,40.05,7.39,4.6,5.79,1.2
1668434400,1,267.03,0.13,28.79,34.69,7.99,5.13,6.69,1.38
1668438000,1,277.04,0.88,30.85,32.19,8.58,5.23,7,1.42
1668441600,1,270.37,1.87,28.79,32.9,9.54,4.93,6.74,1.33
1668445200,1,260.35,2.49,25.36,35.76,10.25,4.5,6.25,1.2
1668448800,1,250.34,2.6,21.59,41.13,10.37,4.22,5.85,1.03
1668452400,1,243.66,0.94,19.19,50.07,8.7,3.97,5.4,0.7
1668456000,1,236.99,0.4,16.28,61.51,7.63,3.73,4.89,0.47
1668459600,1,226.97,0.18,13.71,70.1,6.56,3.2,4.08,0.32
1668463200,1,243.66,0.09,18.34,64.37,6.26,3.3,4.15,0.36
1668466800,1,300.41,0.05,31.53,45.06,6.32,4.27,5.51,0.61
1668470400,2,380.52,0.21,48.67,23.6,6.32,5.73,7.62,1.04
1668474000,2,420.57,1.09,55.52,9.83,5.36,7.31,9.6,1.27
1668477600,2,367.16,0.66,41.47,13.23,3.01,7.06,8.93,0.91
1668481200,1,283.72,0.07,20.22,28.25,1.74,5.49,6.63,0.56
1668484800,1,247,0.01,12.34,38.27,1.43,4.54,5.33,0.42
1668488400,1,233.65,0.01,9.94,42.2,1.24,4.12,4.77,0.34
1668492000,1,220.3,0,7.2,47.21,1.04,3.62,4.04,0.23
1668495600,1,216.96,0,5.74,55.07,1.55,3.57,3.92,0.15
1668499200,1,220.3,0,6.43,56.51,2.98,4.07,4.44,0.13
1668502800,1,226.97,0,7.88,52.21,3.87,4.46,4.83,0.14
1668506400,1,230.31,0,8.05,50.78,3.58,4.42,4.79,0.15
1668510000,1,226.97,0,7.54,53.64,3.16,4.02,4.37,0.16
1668513600,1,226.97,0,7.54,55.79,3.01,3.61,3.96,0.2
1668517200,1,233.65,0,8.83,58.65,3.01,3.26,3.7,0.3
1668520800,1,243.66,0.05,10.97,59.37,2.95,3.2,3.75,0.44
1668524400,1,243.66,0.42,11.31,59.37,2.98,3.18,3.78,0.52
1668528000,1,240.33,1.05,10.11,60.8,2.98,3.08,3.72,0.54
1668531600,1,233.65,1.24,8.14,65.09,2.8,2.91,3.52,0.5
1668535200,1,226.97,1.15,6.25,72.24,2.53,2.88,3.42,0.44
1668538800,2,223.64,1.08,5.14,80.11,2.29,2.96,3.44,0.42
1668542400,2,223.64,0.92,5.57,84.4,2.26,2.81,3.28,0.45
1668546000,2,223.64,0.75,6.43,84.4,2.29,2.61,3.09,0.46
1668549600,1,230.31,0.64,9.17,79.39,2.53,2.71,3.28,0.57
1668553200,1,247,0.37,14.05,70.81,2.71,3.09,3.82,0.79
1668556800,1,263.69,0.01,17.82,62.94,2.62,3.37,4.24,0.99
1668560400,1,267.03,0,18.34,59.37,2.24,3.46,4.5,1.09
1668564000,1,260.35,0,16.62,59.37,1.83,3.4,4.55,1.08
1668567600,1,257.02,0,14.57,59.37,1.59,3.34,4.47,0.98
1668571200,1,257.02,0,13.88,57.22,1.55,3.41,4.59,0.92
1668574800,1,257.02,0,13.54,53.64,1.61,3.36,4.5,0.82
1668578400,1,247,0,11.31,52.93,1.65,2.95,3.85,0.6
1668582000,1,236.99,0,9.42,52.93,1.79,2.78,3.51,0.49
1668585600,1,230.31,0,7.97,53.64,2.03,2.74,3.4,0.44
1668589200,1,226.97,0,7.2,54.36,2.38,2.79,3.42,0.42
1668592800,1,226.97,0,7.2,53.64,2.74,2.9,3.56,0.42
1668596400,1,230.31,0,8.23,50.07,3.55,3.21,3.94,0.45
1668600000,1,236.99,0.01,10.37,46.49,4.53,3.93,4.82,0.47
1668603600,1,253.68,0.02,14.91,40.77,5.07,5.13,6.37,0.58
1668607200,1,273.7,0.29,18.34,37.55,4.89,5.44,6.89,0.76
1668610800,1,270.37,1.51,15.42,42.92,4.29,4.64,6.04,0.83
1668614400,1,253.68,2.6,9.85,54.36,3.58,3.47,4.68,0.78
1668618000,1,247,2.43,7.71,62.94,3.19,2.94,4.04,0.74
1668621600,1,240.33,2.04,6.51,71.53,2.92,2.99,4.01,0.69
1668625200,1,236.99,1.75,6.08,79.39,2.56,3.36,4.31,0.7
1668628800,2,240.33,1.56,6.25,82.97,2.41,3.77,4.7,0.74
1668632400,2,236.99,1.31,6.43,82.97,2.29,3.85,4.76,0.76
1668636000,1,257.02,0.7,12.51,70.81,2.5,4.02,5.15,1.01
1668639600,1,290.39,0.57,21.25,55.07,2.65,4.44,5.88,1.39
1668643200,1,317.1,0.04,29.13,41.13,2.53,4.76,6.42,1.69
1668646800,1,327.11,0.06,31.87,34.33,2.32,5.09,7.06,1.88
1668650400,1,330.45,0.08,31.53,30.76,2.03,5.52,7.84,2.01
1668654000,1,323.77,0.09,30.16,29.33,1.83,5.88,8.41,2.01
1668657600,1,320.43,0.11,29.13,27.89,1.88,6.17,8.81,1.96
1668661200,1,313.76,0.11,27.08,26.82,1.85,6.07,8.63,1.69
1668664800,1,290.39,0.05,22.28,30.04,1.79,5.26,7.29,1.19
1668668400,1,267.03,0.02,17.99,33.97,1.71,4.69,6.26,0.85
1668672000,1,250.34,0.01,14.57,37.91,1.77,4.4,5.79,0.72
1668675600,1,240.33,0.01,12.51,40.77,1.91,4.28,5.59,0.65
1668679200,1,233.65,0.01,11.48,41.48,1.91,4.36,5.66,0.6
1668682800,1,236.99,0.01,12,39.34,1.85,4.73,6.09,0.57
1668686400,1,250.34,0.04,14.91,34.33,1.82,5.33,6.89,0.63
1668690000,1,297.07,0.38,25.7,21.64,1.89,6.81,9.12,1.06
1668693600,1,370.5,3.91,37.7,8.05,2.06,8.31,11.51,1.74
1668697200,1,403.88,10.17,36.67,9.83,2.44,8.69,12.29,2.12
1668700800,1,360.49,9.16,29.47,24.32,3.78,7.55,10.72,1.93
1668704400,1,320.43,8.27,22.96,36.84,6.26,7.23,10.16,1.63
1668708000,1,290.39,7.82,19.19,45.42,9.54,7.32,10.14,1.33
1668711600,1,257.02,4.64,14.22,69.38,9.06,6.24,8.4,0.96
1668715200,2,253.68,3.63,13.37,80.11,8.23,5.96,7.97,0.93
1668718800,2,253.68,3.21,13.88,82.97,8.11,6.05,8.09,0.99
1668722400,2,467.3,17.43,40.78,37.91,6.2,10.83,14.83,2.79
1668726000,2,847.82,63.48,59.63,4.69,5.3,18.96,26.07,5.45
1668729600,4,1241.68,125.17,65.8,0.04,6.62,28.22,38.79,8.99
1668733200,4,1548.77,171.66,74.71,0,9.42,37.65,52.31,13.17
1668736800,4,1762.39,203.85,79.51,0,10.97,48.08,66.61,15.58
1668740400,5,1949.31,232.46,81.57,0,10.13,59.12,80.25,15.71
1668744000,5,2002.72,239.61,81.57,0,8.11,66.18,87.57,13.17
1668747600,5,1815.8,218.15,72.66,0,6.2,61.69,81.25,8.87
1668751200,4,1281.74,143.05,54.84,0,4.53,41.31,55.8,4.75
1668754800,2,507.35,25.03,41.81,0.16,5.84,13.28,19.67,1.9
1668758400,1,303.75,1.48,30.5,10.46,5.01,6.42,9.7,1.19
1668762000,1,243.66,0.01,17.31,35.41,5.42,4.33,6.26,0.99
1668765600,1,230.31,0,13.37,47.92,5.6,3.91,5.42,0.93
1668769200,1,230.31,0,12.68,50.07,5.6,4.06,5.49,0.91
1668772800,1,233.65,0,14.22,48.64,6.02,4.34,5.87,0.95
1668776400,1,257.02,0.01,20.05,45.06,6.5,4.79,6.68,1.2
1668780000,1,293.73,0.24,29.47,38.27,7.63,5.09,7.41,1.58
1668783600,1,313.76,0.91,35.64,33.26,10.25,5.19,7.78,1.8
1668787200,2,307.08,1.87,40.1,32.9,15.26,5.54,8.05,1.77
1668790800,1,297.07,3.74,39.41,32.54,16.93,5.9,8.25,1.68
1668794400,1,280.38,4.08,34.27,37.55,14.07,5.28,7.28,1.42
1668798000,1,267.03,3.13,29.47,47.92,10.25,4.16,5.75,1.17
1668801600,1,260.35,2.46,28.45,52.93,8.94,3.52,4.97,1.11
1668805200,1,260.35,1.82,28.45,54.36,8.7,3.23,4.61,1.06
1668808800,1,263.69,0.78,28.79,53.64,7.75,3.13,4.48,1.09
1668812400,1,277.04,0.15,31.19,50.07,7.09,3.21,4.62,1.22
1668816000,1,290.39,0.01,32.56,47.21,6.56,3.41,4.95,1.35
1668819600,1,317.1,0.04,36.33,39.7,5.84,4.27,6.14,1.54
1668823200,2,363.83,0.27,44.55,24.32,5.3,5.99,8.63,1.98
1668826800,2,397.21,1.13,50.04,12.16,5.25,7.56,10.94,2.28
1668830400,2,413.89,2.63,51.41,5.45,5.84,8.62,12.68,2.47
1668834000,2,380.52,1.73,46.61,7.33,5.96,7.72,11.77,2.01
1668837600,1,323.77,0.29,35.64,17.17,4.89,5.78,8.98,1.27
1668841200,1,277.04,0.02,23.65,28.97,3.67,4.53,6.57,0.72
1668844800,1,247,0,15.08,38.62,2.95,3.87,5.03,0.46
1668848400,1,226.97,0,10.11,47.92,2.83,3.71,4.41,0.35
1668852000,1,220.3,0,7.11,55.07,2.62,4.45,4.92,0.28
1668855600,1,220.3,0,6.34,52.21,2.26,5.01,5.39,0.25
1668859200,1,223.64,0,6.77,51.5,2.24,4.52,4.9,0.25
1668862800,1,233.65,0,9.25,51.5,2.35,4.05,4.64,0.37
1668866400,1,247,0.03,12.68,50.07,2.44,4.05,4.91,0.54
1668870000,1,250.34,0.27,14.05,47.92,2.5,4.19,5.21,0.63
1668873600,1,247,0.66,13.02,48.64,2.77,4.14,5.03,0.55
1668877200,1,236.99,0.85,10.8,52.93,2.74,3.87,4.57,0.42
1668880800,1,230.31,0.81,8.83,57.22,2.35,3.65,4.2,0.33
1668884400,1,226.97,0.59,7.71,60.8,1.85,3.76,4.2,0.3
1668888000,1,226.97,0.44,7.45,60.08,1.67,4.1,4.49,0.3
1668891600,1,226.97,0.28,7.37,58.65,1.65,4.45,4.81,0.29
1668895200,1,233.65,0.17,7.8,56.51,1.55,4.95,5.3,0.29
1668898800,1,247,0.05,9.94,51.5,1.53,5.66,6.04,0.32
1668902400,1,257.02,0.01,11.82,47.21,1.51,6.25,6.68,0.34
1668906000,1,260.35,0.01,12,47.21,1.46,6.58,7.11,0.36
1668909600,1,260.35,0.01,11.65,47.21,1.37,6.67,7.29,0.38
1668913200,1,257.02,0.01,10.97,48.64,1.34,6.45,7.1,0.38
1668916800,1,253.68,0.01,10.62,49.35,1.51,6.2,6.98,0.43
1668920400,1,247,0,9.77,49.35,1.82,5.87,6.7,0.45
1668924000,1,236.99,0,8.4,48.64,2.18,5.48,6.25,0.44
1668927600,1,233.65,0,7.63,47.92,2.5,5.57,6.45,0.4
1668931200,1,226.97,0,7.2,49.35,2.92,5.6,6.7,0.39
1668934800,1,223.64,0,7.11,50.07,3.7,5.76,7.14,0.42
1668938400,1,220.3,0,7.37,50.07,4.47,6.18,7.73,0.47
1668942000,1,220.3,0,7.8,50.07,4.83,6.8,8.37,0.54
1668945600,1,220.3,0,8.83,50.07,5.19,7.43,9.11,0.63
1668949200,1,230.31,0.01,11.82,47.92,5.72,8.14,10.12,0.8
1668952800,1,240.33,0.16,14.57,47.21,5.25,8.01,10.22,1.04
1668956400,1,243.66,1.01,13.19,51.5,4.05,6.74,8.92,1.25
1668960000,1,236.99,1.4,10.71,57.22,3.34,5.5,7.32,1.25
1668963600,1,233.65,1.15,9.34,60.08,3.13,4.3,5.78,1.22
1668967200,1,230.31,0.78,8.57,62.94,3.13,3.47,4.72,1.17
1668970800,1,230.31,0.75,8.14,66.52,2.95,2.9,4.11,1.22
1668974400,1,230.31,0.99,8.05,70.81,2.95,3.01,4.28,1.19
1668978000,1,230.31,1.08,8.14,73.67,2.98,3.08,4.41,1.14
1668981600,1,243.66,0.98,11.48,68.66,3.01,3.34,4.81,1.25
1668985200,1,270.37,0.39,19.36,56.51,3.04,3.79,5.46,1.5
1668988800,1,297.07,0.02,26.39,45.42,2.95,4.25,6.12,1.77
1668992400,1,307.08,0.02,27.76,40.77,2.89,4.68,6.8,1.92
1668996000,1,303.75,0.02,25.7,40.77,2.62,5.02,7.29,1.9
1668999600,1,297.07,0.01,23.65,40.41,2.32,5.26,7.53,1.82
1669003200,1,290.39,0.02,22.28,38.27,2.18,5.42,7.51,1.65
1669006800,1,273.7,0.01,19.19,37.91,2.06,5.14,6.82,1.31
1669010400,1,250.34,0,13.37,43.27,1.97,4.42,5.49,0.92
1669014000,1,233.65,0,10.37,47.92,2.26,4.11,4.87,0.75
1669017600,1,226.97,0,9.42,49.35,2.89,4.13,4.85,0.69
1669021200,1,223.64,0,9.25,50.07,3.61,4.2,4.91,0.63
1669024800,1,220.3,0,9.51,50.78,3.93,4.29,5.07,0.63
1669028400,1,223.64,0,9.77,50.78,3.93,4.4,5.3,0.7
1669032000,1,230.31,0,10.97,48.64,3.99,4.64,5.67,0.8
1669035600,1,247,0.02,15.77,41.13,4.05,5.17,6.36,0.92
1669039200,1,277.04,0.17,22.62,30.76,3.81,5.68,7.02,0.97
1669042800,1,293.73,0.92,25.02,24.68,3.7,5.9,7.29,0.89
1669046400,1,290.39,2.01,22.62,27.18,3.99,5.7,7.07,0.76
1669050000,1,277.04,2.32,19.54,33.97,4.23,5.27,6.53,0.68
1669053600,1,267.03,2.37,16.96,41.13,4.23,4.9,6.02,0.63
1669057200,1,260.35,2.29,15.42,51.5,3.67,4.56,5.63,0.69
1669060800,1,260.35,1.49,16.28,58.65,3.46,4.19,5.29,0.74
1669064400,1,257.02,0.71,16.96,61.51,3.34,3.79,4.84,0.74
1669068000,1,263.69,0.24,18.16,60.8,2.89,3.61,4.58,0.74
1669071600,1,283.72,0.08,22.62,54.36,2.74,3.79,4.78,0.82
1669075200,1,303.75,0.01,27.08,47.92,2.71,4.06,5.17,0.91
1669078800,1,310.42,0.02,27.76,45.06,2.65,4.39,5.71,0.9
1669082400,1,310.42,0.02,27.08,42.56,2.5,4.84,6.44,0.88
1669086000,1,307.08,0.03,25.7,40.41,2.41,5.17,6.95,0.85
1669089600,1,300.41,0.03,24.33,37.91,2.62,5.32,7.18,0.82
1669093200,1,283.72,0.03,21.08,37.55,2.5,4.92,6.59,0.67
1669096800,1,257.02,0.01,15.59,41.13,2.06,3.95,5.09,0.43
1669100400,1,236.99,0,11.82,43.99,1.77,3.35,4.15,0.32
1669104000,1,226.97,0,9.94,45.78,1.85,3.06,3.73,0.27
1669107600,1,223.64,0,8.83,47.21,2.03,2.86,3.48,0.25
1669111200,1,220.3,0,8.23,47.92,2,2.73,3.37,0.25
1669114800,1,220.3,0,8.91,45.06,2.06,2.8,3.52,0.28
1669118400,1,230.31,0.02,11.65,39.34,2.29,3.09,4.01,0.37
1669122000,1,267.03,0.15,20.22,27.18,2.65,4.06,5.66,0.71
1669125600,1,313.76,1.02,29.82,14.48,2.92,4.93,7.24,1.09
1669129200,1,337.12,2.43,32.22,11.18,3.31,5.26,7.83,1.27
1669132800,1,313.76,2.04,28.1,22.17,4.35,4.87,7.1,1.11
1669136400,1,290.39,2.29,23.99,27.18,5.07,4.78,6.89,1
1669140000,1,273.7,2.49,19.71,32.19,5.19,4.71,6.65,0.9
1669143600,1,267.03,2.82,17.48,41.13,4.95,4.72,6.52,0.94
1669147200,1,267.03,2.96,17.31,50.78,5.25,4.66,6.39,0.99
1669150800,1,267.03,2.85,17.82,57.94,6.02,4.51,6.2,0.98
1669154400,1,407.22,11.62,35.3,28.61,4.65,7.34,10.41,2.15
1669158000,2,654.22,39.79,46.61,4.16,3.55,12.23,17.45,3.77
1669161600,2,881.2,73.31,50.04,0.04,3.67,16.9,23.99,4.88
1669165200,3,974.66,88.51,52.09,0,3.99,20.65,29.61,5.07
1669168800,3,961.3,85.83,51.41,0,3.49,23.23,33.59,4.18
1669172400,3,854.49,68.84,50.04,0,3.37,22.65,32.55,3.17
1669176000,2,600.81,31.29,50.04,0.01,4.47,16.08,23.41,2.28
1669179600,2,507.35,21.68,42.84,0.04,3.99,13.45,20.07,1.98
1669183200,2,410.56,11.62,35.64,0.45,3.13,10.19,15.47,1.31
1669186800,1,343.8,3.8,31.19,2.91,2.53,8.34,12.4,0.93
1669190400,1,303.75,0.81,26.05,9.75,2.38,7.59,10.83,0.76
1669194000,1,277.04,0.24,21.42,16.99,2.35,7.26,10.01,0.68
1669197600,1,267.03,0.15,18.68,20.21,2.18,7.24,9.74,0.66
1669201200,1,260.35,0.14,17.99,21.28,2.24,7.36,9.72,0.66
1669204800,1,270.37,0.24,20.22,19.31,2.56,7.8,10.21,0.78
1669208400,1,327.11,2.04,30.5,8.58,3.07,9.5,12.78,1.41
1669212000,2,420.57,14.31,33.24,3.31,3.67,11.64,16.15,2.31
1669215600,2,480.65,27.05,28.1,10.19,4.71,13.02,18.53,2.88
1669219200,2,413.89,20.79,27.76,24.68,11.21,12.91,17.83,2.15
1669222800,2,387.19,19.45,28.45,33.26,16.45,12.87,17.8,1.99
1669226400,2,363.83,16.09,31.87,47.92,20.74,13.94,18.24,1.74
1669230000,2,307.08,6.59,23.99,87.26,17.64,14.26,16.99,1.01
1669233600,2,303.75,3.74,19.19,105.86,14.9,17.38,19.89,0.88
1669237200,2,300.41,2.57,17.48,111.58,13.35,17.82,20.11,0.83
1669240800,2,320.43,2.32,23.65,95.84,12.4,17.05,19.41,1.08
1669244400,2,373.84,1.33,36.33,63.66,11.09,16.44,19.33,1.52
1669248000,2,420.57,0.05,45.93,37.91,8.82,15.25,18.75,1.63
1669251600,2,433.92,0.08,47.98,27.89,7.33,15.02,19.2,1.42
1669255200,2,410.56,0.05,43.87,30.4,7.03,15.83,20.42,1.16
1669258800,2,370.5,0.01,35.64,41.48,6.91,16.96,21.35,0.84
1669262400,2,327.11,0,26.73,57.22,6.85,18.36,22.57,0.6
1669266000,2,307.08,0,22.28,65.09,6.44,18.95,24.36,0.47
1669269600,2,287.06,0,18.34,65.8,6.2,17.62,24.44,0.31
1669273200,2,270.37,0,15.08,62.23,5.9,15.54,23.06,0.22
1669276800,2,253.68,0,12.68,60.8,5.9,13.32,21.66,0.15
1669280400,2,240.33,0,11.14,60.8,5.96,12.2,22.75,0.1
1669284000,2,233.65,0,10.11,61.51,5.96,11.78,22.2,0.07
1669287600,2,226.97,0,10.28,60.8,5.84,10.43,17.13,0.08
1669291200,1,226.97,0,11.14,59.37,5.6,9.13,13.34,0.11
1669294800,1,243.66,0,15.25,52.93,5.48,8.02,11.03,0.24
1669298400,1,273.7,0.02,22.62,41.84,6.14,7.86,10.57,0.43
1669302000,1,300.41,0.28,27.76,32.54,6.97,8.06,10.52,0.59
1669305600,1,300.41,0.44,27.42,30.04,7.99,7.7,9.91,0.63
1669309200,1,280.38,0.33,23.65,33.62,8.11,6.3,8.04,0.54
1669312800,1,267.03,0.3,20.22,38.27,7.75,5.21,6.82,0.45
1669316400,1,257.02,0.23,16.11,43.99,5.36,4.1,5.5,0.4
1669320000,1,260.35,0.23,16.28,41.84,4.83,3.83,5.13,0.45
1669323600,1,270.37,0.3,17.14,37.19,5.36,3.73,4.92,0.49
1669327200,1,343.8,1.7,29.82,14.66,5.07,4.73,6.35,0.82
1669330800,1,467.3,13.97,35.64,0.55,5.36,6.58,8.79,1.14
1669334400,1,574.11,33.08,34.62,0,6.68,8.58,11.14,1.35
1669338000,2,560.76,33.97,40.1,0,9.06,10.03,12.74,1.12
1669341600,2,467.3,21.9,43.87,0.01,8.11,9.92,12.47,0.78
1669345200,1,373.84,10.17,35.64,0.35,4.11,7.18,9.21,0.56
1669348800,1,250.34,0.14,15.08,23.6,2.15,2.65,3.47,0.28
1669352400,1,230.31,0.02,9.85,31.11,1.71,2.47,3.01,0.2
1669356000,1,220.3,0.01,7.37,32.19,1.46,2.01,2.32,0.14
1669359600,1,216.96,0.01,6.51,30.4,1.45,1.84,2.16,0.14
1669363200,1,220.3,0.02,7.28,26.82,1.79,2.28,2.72,0.15
1669366800,1,223.64,0.03,8.14,23.6,2.24,2.74,3.29,0.17
1669370400,1,223.64,0.06,8.57,20.03,2.47,3.1,3.73,0.18
1669374000,1,226.97,0.09,8.23,18.06,2.32,3.49,4.14,0.2
1669377600,1,230.31,0.15,8.74,16.45,2.09,4.04,4.73,0.25
1669381200,1,250.34,0.47,12.17,12.87,1.94,4.8,5.65,0.39
1669384800,1,273.7,1.44,15.77,8.05,1.89,5.63,6.62,0.52
1669388400,1,283.72,2.71,15.25,8.05,2.12,6.82,7.84,0.51
1669392000,1,270.37,2.18,13.88,10.91,2.38,7,7.93,0.44
1669395600,1,260.35,1.75,11.65,16.27,2.26,6.1,6.89,0.39
1669399200,1,250.34,1.2,9.77,23.6,2.03,4.9,5.52,0.34
1669402800,1,243.66,0.87,8.83,33.26,1.79,3.93,4.44,0.31
1669406400,1,243.66,0.75,9,36.12,2.06,3.67,4.16,0.29
1669410000,1,240.33,0.61,9.08,37.55,2.41,3.47,3.95,0.27
1669413600,1,243.66,0.44,9.77,37.55,2.38,3.19,3.63,0.26
1669417200,1,257.02,0.12,13.02,33.26,2.56,3.48,3.95,0.3
1669420800,1,270.37,0.08,16.45,27.18,2.89,4.39,4.97,0.36
1669424400,1,270.37,0.12,16.79,23.25,2.86,5.49,6.2,0.38
1669428000,1,270.37,0.14,15.77,21.28,2.77,6.07,6.87,0.38
1669431600,1,263.69,0.13,14.57,20.92,2.83,5.86,6.66,0.35
1669435200,1,260.35,0.12,14.74,20.92,3.46,5.25,6.05,0.34
1669438800,1,253.68,0.12,14.91,20.38,3.87,4.49,5.2,0.29
1669442400,1,243.66,0.07,13.71,21.46,3.87,3.74,4.2,0.19
1669446000,1,236.99,0.03,13.37,23.6,3.67,3.27,3.55,0.12
1669449600,1,233.65,0.02,16.11,24.68,4.17,3.3,3.52,0.09
1669453200,1,233.65,0.02,14.74,25.75,4.05,3.51,3.69,0.08
1669456800,1,230.31,0.01,9.77,28.97,3.25,2.89,3.05,0.08
1669460400,1,230.31,0.01,9.94,28.25,3.25,2.41,2.6,0.08
1669464000,1,233.65,0.03,11.14,24.32,3.22,2.53,2.83,0.1
